100;प्रायोगिकज्ञानमुळ्ळ, अनुभवज्ञानमुउळ्ळ, परिचयसम्पन्नतयुळ्ळ, अऱिवुळ्ळ;अनुभवं उळ्ळ अल्लॆङ्किल् एतॆङ्किलुं वस्तु, कार्यं मुतलायवयिल् अनुभवज्ञानं उळ्ळ. ई जोलिक्क् वेण्टि प्रायोगिकज्ञानमुळ्ळ ऒरु व्यक्तियॆ आवश्यमुण्ट्. 
101;अनुभवस्थन्, विषयासक्तनायअनुभवस्थन्, परिचयिच्चऱिञ्ञवन्, परिचयसम्पन्नन्, अनुभवज्ञानमुळ्ळवन्.;अनुभविच्चु कऴिञ्ञवन् अल्लॆङ्किल् सहिच्चु कऴिञ्ञवन्. ई कालत्तु तीवण्टियिल् उटमस्थावकाशं (ऱिसर्वेषन्) किट्टुवान् ऎत्र बुद्धिमुट्टाणॆन्नु अनुभवस्थने मनस्सिलाकू. 
102;अनुभवज्ञानं इल्लात्त;एतॊरुवनाणॊ अनुभवज्ञानं इल्लात्तवन् श्याम सर्वपरित्यागि आकुन्नु, ऒरुतवण चतियिल् पॆटुम्पोल् स्वयं नियन्त्रितनाकुं 
103;अनुभवं, बोधं, विचारं, अवबोधं;पुऱमेक्कु प्रतिकरिक्कात्त मानसिक प्रवृत्ति ऎङ्किलुं, अतुकॊण्ट् सुख दुःखङ्ङळ् अनुभविक्कुक. पलप्पोऴुं भावियिल् संभविक्कुवान् पोकुन्न संभवङ्ङळुटॆ अनुभवं उण्टाकुन्नु. 
104;मनोभावं, चिन्तागति, मनोविकारं, मानसिक भावं, मनस्थिति, मनोगति, मनोवृत्ति, मनोविचारं, मनक्किनाव्, मनोस्वप्नं;मनस्सिल् उत्भविक्कुन्न एतॆङ्किलुं भावं अल्लॆङ्किल् विचारं. मनोभावत्तिन्ऱॆ मेल् नियन्त्रणं वॆक्कुक बुद्धिमुट्टाण्. 
105;अनुमति, सम्मतभावं, शरिवॆक्कल्, अनुज्ञ, अनुवादं, सम्मतं;एतॆङ्किलुं जोलि चॆय्युन्नतिनु मुन्पु अतिनॆक्कुऱिच्चु वलियवरेयुंकूट्टि ऎटुक्कुन्न तीरुमानं एऱॆक्कुऱॆ अनुवादं किट्टुन्न पोलॆ आकुन्नु. मुतिर्न्नवरुटॆ अनुमति कूटातॆ ऒरु जोलियुं चॆय्यरुत्. 
106;अनुमति, सम्मतं, अंगीकारं, अनुवादं;स्वीकरिक्कुन्न अवस्थ अल्लॆङ्किल् भावं. भारत सर्क्कार् ई पद्धति नटप्पाक्कुन्नतिनु वेण्टि अवरुटॆ अनुमति नल्कियिट्टुण्टु. 
107;अनुमानं, ऊहं, तोन्नल्, युक्तिविचारं, निगमनं;इङ्ङनॆ उण्टाकणं अल्लॆङ्किल् उण्टाकुं ऎन्नतिनॆक्कुऱिच्चु मनस्सिल् उण्टाकुन्न ऒरु रूपं. चिल समयत्तु अनुमानं तॆऱ्ऱावाऱुं उण्टु. 
108;भावन, सङ्कल्पंति;मनस्सिल् पुतिय विचित्रमाय, आरुं काणुकयुं केळ्क्कुकयुं चॆय्यात्त कार्यङ्ङळ्क्कु रूपं कॊटुक्कुन्न आ शक्ति. शिल्पियुटॆ भावन, कल्लिनॆ कॊत्ति मूर्त्तियुटॆ रूपं प्रदानं चॆय्युन्नु. 
109;पिन्तुण, न्यायीकरणं, अंगीकारं, सम्मतं;आर्क्कॆङ्किलुं वेण्टि चॆय्त जोलि अल्लॆङ्किल् मुन्निल् वॆच्च निर्द्देशं शरि वच्चिट्टु तान् कॊटुत्त सन्नद्धत. ञङ्ङळ् ई प्रस्तावनय्क्क् पिन्तुण नल्कुन्नु. 
